 AP       XCENTER       YCENTER        APSIZE       PIXPEAK          WAVE       WAVEERR             Z          ZERR        SIGNAL         NOISE         RATIO      BBEWREST   BBEWRESTERR       WAVEFIT    WAVEFITERR          FWHM       FWHMERR          FLIM
 52      714.0000      187.1910      103.0000      712.0000      4382.466     0.5481786      1.671470  0.0003341595  2.059890E-17  1.385670E-18      14.86566      12.15148      1.172072      4382.862     0.2458321      10.56053     0.5111537  7.767828E-19
 53      714.0000      187.1910      105.0000      712.0000      4382.551     0.5454925      1.671521  0.0003325221  2.017091E-17  1.397095E-18      14.43775      11.89878      1.164366      4382.868     0.2564853      10.50162     0.5609189  7.854166E-19
 54      714.0000      187.1910      107.0000      712.0000      4382.578     0.6036304      1.671538  0.0003679619  2.102222E-17  1.665298E-18      12.62370      12.40088      1.303782      4382.932     0.3462841      10.52005     0.6506578  8.111511E-19
 55      714.0000      187.1910      109.0000      712.0000      4382.534     0.5686723      1.671511  0.0003466521  1.923688E-17  1.542232E-18      12.47340      11.34783      1.201251      4382.855     0.3228860      10.06913     0.6536475  7.823288E-19
 56      714.0000      187.1910      111.0000      712.0000      4382.548     0.9694389      1.671520  0.0005909519  1.461989E-17  1.981298E-18      7.378948      8.624247      1.312028      4382.673     0.3447487      7.760858      1.112228  1.016829E-18
 57      714.0000      187.1910      113.0000      712.0000      4382.529     0.4732916      1.671508  0.0002885098  1.948695E-17  1.465401E-18      13.29803      11.49536      1.174180      4382.924     0.2775972      10.29171     0.6285111  8.087762E-19
 58      714.0000      187.1910      115.0000      712.0000      4382.432     0.6515044      1.671449  0.0003971450  1.863419E-17  1.557074E-18      11.96744      10.99257      1.192109      4382.893     0.3269947      9.821939     0.7492736  8.230288E-19
 59      714.0000      187.1910      117.0000      712.0000      4382.553     0.5293567      1.671523  0.0003226860  1.958974E-17  1.436796E-18      13.63433      11.55594      1.164678      4382.859     0.2944573      10.31981     0.5163063  8.182216E-19
 60      714.0000      187.1910      119.0000      712.0000      4382.568     0.3954310      1.671532  0.0002410474  1.961281E-17  1.253926E-18      15.64113      11.56951      1.089379      4382.875     0.2064071      10.27472     0.4877367  8.098478E-19
 61      714.0000      187.1910      121.0000      712.0000      4382.604     0.3912960      1.671554  0.0002385268  2.016497E-17  1.433545E-18      14.06651      11.89513      1.179500      4382.929     0.2522730      10.58290     0.5578011  8.184579E-19
 62      714.0000      187.1910      123.0000      712.0000      4382.592     0.5919899      1.671546  0.0003608660  2.019440E-17  1.501236E-18      13.45185      11.91252      1.209268      4382.966     0.2835475      10.58601     0.5940306  8.302029E-19
 63      714.0000      187.1910      125.0000      712.0000      4382.522     0.5546869      1.671504  0.0003381268  1.966795E-17  1.473817E-18      13.34491      11.60216      1.182833      4382.910     0.2796883      10.26203     0.6053525  8.005219E-19
 64      714.0000      187.1910      127.0000      712.0000      4382.547     0.5823640      1.671520  0.0003549983  1.999012E-17  1.375938E-18      14.52836      11.79214      1.150331      4382.960     0.2585981      10.53746     0.5328702  8.000802E-19
 65      714.0000      187.1910      129.0000      712.0000      4382.598     0.9556620      1.671550  0.0005825538  1.549169E-17  2.286639E-18      6.774875      9.138418      1.489462      4382.813     0.4200725      8.162577      1.179167  9.924556E-19
 66      714.0000      187.1910      131.0000      712.0000      4382.511     0.5302446      1.671497  0.0003232273  1.991636E-17  1.514588E-18      13.14969      11.74872      1.207415      4383.023     0.2952738      10.26552     0.6013448  8.164752E-19
 67      714.0000      187.1910      133.0000      712.0000      4382.598     0.5733562      1.671550  0.0003495073  1.960690E-17  1.475700E-18      13.28651      11.56594      1.181944      4382.914     0.2632770      10.12529     0.6709120  8.078671E-19
 68      714.0000      187.1910      135.0000      712.0000      4382.552     0.4457333      1.671522  0.0002717107  2.083877E-17  1.379910E-18      15.10154      12.29274      1.176726      4383.000     0.2305643      10.72678     0.4691232  8.236666E-19
 69      714.0000      187.1910      137.0000      712.0000      4382.552     0.4725833      1.671522  0.0002880780  2.027589E-17  1.490550E-18      13.60296      11.96070      1.206945      4382.900     0.2870576      10.61996     0.6402626  8.127428E-19
 70      714.0000      187.1910      139.0000      712.0000      4382.489     0.6007999      1.671484  0.0003662364  2.058324E-17  1.461568E-18      14.08299      12.14218      1.203273      4382.941     0.2618130      10.67399     0.5323832  8.256310E-19
 71      714.0000      187.1910      141.0000      712.0000      4382.598     0.5465299      1.671550  0.0003331545  2.021252E-17  1.576368E-18      12.82221      11.92320      1.242580      4382.968     0.2960771      10.43327     0.6597688  8.205009E-19
 72      714.0000      187.1910      143.0000      712.0000      4382.615     0.7742903      1.671561  0.0004719930  1.989112E-17  1.601157E-18      12.42297      11.73356      1.244977      4382.969     0.3241693      10.33728     0.6945928  8.256220E-19
 73      714.0000      187.1910      145.0000      712.0000      4382.650      1.007426      1.671582  0.0006141079  1.631770E-17  1.966386E-18      8.298324      9.625559      1.337232      4382.666     0.3522567      7.728639      1.000309  1.052762E-18
 74      714.0000      187.1910      147.0000      712.0000      4382.583     0.6233352      1.671541  0.0003799736  1.904621E-17  1.415033E-18      13.45990      11.23523      1.140149      4382.873     0.2680847      10.12557     0.5838014  8.268956E-19
 75      714.0000      187.1910      149.0000      712.0000      4382.699     0.6036352      1.671612  0.0003679648  2.211827E-17  1.953457E-18      11.32263      13.04708      1.463289      4383.122     0.3629321      11.07543     0.6881413  1.055202E-18
 76      714.0000      187.1910      151.0000      712.0000      4382.556     0.5192749      1.671525  0.0003165403  1.936930E-17  1.596396E-18      12.13314      11.42589      1.229084      4382.872     0.2997028      10.33168     0.6367763  8.260861E-19
 77      714.0000      187.1910      153.0000      712.0000      4382.495     0.5115625      1.671488  0.0003118390  2.038205E-17  1.605445E-18      12.69557      12.02348      1.260046      4382.929     0.2968447      10.56076     0.6663526  8.623348E-19
 78      714.0000      187.1910      155.0000      712.0000      4382.537     0.6187381      1.671513  0.0003771712  1.962596E-17  1.600411E-18      12.26308      11.57735      1.237647      4382.876     0.3226620      10.53321     0.7079229  8.413456E-19
 79      714.0000      187.1910      157.0000      712.0000      4382.551     0.4715754      1.671522  0.0002874636  1.939616E-17  1.379220E-18      14.06314      11.44175      1.134683      4382.862     0.2489609      10.29144     0.5019422  8.319795E-19
 80      714.0000      187.1910      159.0000      712.0000      4382.696     0.7167115      1.671610  0.0004368940  2.045626E-17  1.662261E-18      12.30629      12.06670      1.287326      4382.883     0.3352128      10.76544     0.8174227  8.661704E-19
 81      714.0000      187.1910      161.0000      712.0000      4382.634     0.6339533      1.671572  0.0003864461  2.205529E-17  1.899062E-18      11.61378      13.01012      1.436570      4383.081     0.3535209      11.22533     0.7323874  1.045254E-18
 82      714.0000      187.1910      163.0000      712.0000      4382.419     0.4815701      1.671441  0.0002935562  1.878324E-17  1.413158E-18      13.29168      11.08052      1.132100      4382.847     0.2682852      9.934452     0.6609390  8.465604E-19
 83      714.0000      187.1910      165.0000      712.0000      4382.545     0.6135762      1.671518  0.0003740247  2.019421E-17  1.730221E-18      11.67147      11.91254      1.311426      4382.953     0.3233394      10.51396     0.9092015  8.612883E-19
 84      714.0000      187.1910      167.0000      712.0000      4382.521     0.4059503      1.671504  0.0002474597  2.115824E-17  1.556102E-18      13.59695      12.48128      1.259772      4383.064     0.2671527      11.00862     0.5475296  9.624277E-19
 85      714.0000      187.1910      169.0000      712.0000      4382.621     0.6092688      1.671564  0.0003713989  2.056118E-17  1.608993E-18      12.77891      12.12880      1.266407      4383.009     0.3195357      10.78423     0.6758664  9.355574E-19
 86      714.0000      187.1910      171.0000      712.0000      4382.511     0.7952335      1.671497  0.0004847595  1.865808E-17  1.870351E-18      9.975708      11.00646      1.340224      4382.876     0.3976060      9.878930      1.037380  8.695675E-19
 87      714.0000      187.1910      173.0000      712.0000      4382.578     0.6100580      1.671538  0.0003718800  1.993457E-17  1.540369E-18      12.94143      11.75929      1.219189      4382.916     0.2881786      10.55194     0.6761510  8.806289E-19
 88      714.0000      187.1910      175.0000      712.0000      4382.739     0.5804917      1.671636  0.0003538569  2.095203E-17  1.786768E-18      11.72622      12.35902      1.356734      4383.057     0.3394812      10.80650     0.6432959  9.896426E-19
 89      714.0000      187.1910      177.0000      712.0000      4382.744     0.6722695      1.671639  0.0004098030  2.110217E-17  1.763438E-18      11.96649      12.44758      1.349964      4383.025     0.3276161      10.97600     0.7887542  1.011092E-18
 90      714.0000      187.1910      179.0000      712.0000      4382.805     0.5734276      1.671676  0.0003495508  2.100133E-17  1.710058E-18      12.28107      12.38792      1.323171      4383.022     0.2914347      10.93699     0.6384105  1.033704E-18
 91      714.0000      187.1910      181.0000      712.0000      4382.732     0.4150114      1.671632  0.0002529832  2.156798E-17  1.619254E-18      13.31970      12.72238      1.298366      4383.118     0.2857729      11.08715     0.6009424  1.120697E-18
